DIST,CODE,DATE_,TIME,RACE,SEX,LATINO,AGE,WOUND,FATAL,OFFICER_INVOLVED,OFFENDER_INJURED,OFFENDER_DECEASED,LOCATION
25,401,2021-08-10,23:45:00,B,M,0,15,Neck,0,N,N,N,400 BLOCK W INDIANA AVE
25,401,2021-08-12,19:30:00,B,M,0,32,Shoulder,0,N,N,N,3400 BLOCK N 11TH ST
25,401,2021-08-19,5:20:00,W,M,1,32,Leg,0,N,N,N,4700 BLOCK BINGHAM ST
25,401,2021-08-19,19:39:00,B,M,0,28,Multiple/Head,0,N,N,N,1000 BLOCK W ERIE AVE
25,3412,2021-08-21,5:30:00,B,F,0,25,Multiple,0,N,N,N,3800 BLOCK OLD YORK ROAD
25,111,2021-08-21,20:38:00,B,M,0,39,Multiple,1,N,N,N,4000 BLOCK N REESE ST
25,401,2021-08-22,23:44:00,B,M,0,24,Neck,0,N,N,N,3800 BLOCK N PERCY ST
25,401,2021-08-27,18:30:00,B,M,0,24,Foot,0,N,N,N,300 BLOCK E ROOSEVELT BLVD
25,401,2021-09-02,15:37:00,B,M,0,28,Unknown,0,N,N,N,500 BLOCK W INDIANA AVE
25,401,2021-09-02,19:26:00,B,M,0,32,Hip,0,N,N,N,1000 BLOCK W SOMERSET ST
25,111,2021-09-04,23:09:00,W,M,1,52,Multiple,1,N,N,N,400 BLOCK W INDIANA AVE
25,401,2021-09-09,20:54:00,W,M,1,26,Head,0,N,N,N,3300 BLOCK N WATERLOO ST
25,401,2021-09-11,3:08:00,B,M,0,19,Leg,0,N,N,N,700 BLOCK E HILTON ST
25,111,2021-09-11,22:49:00,B,M,0,19,Back,1,N,N,N,100 BLOCK E ERIE AVE
25,111,2021-09-13,15:09:00,B,M,0,15,Multiple/Head,1,N,N,N,2700 BLOCK N 11TH ST
25,111,2021-09-13,19:09:00,B,M,0,15,Buttocks,0,N,N,N,2700 BLOCK N 11TH ST
25,401,2021-09-14,16:48:00,W,M,1,45,Groin,0,N,N,N,2900 BLOCK N 6TH ST
25,111,2021-09-14,16:12:00,B,M,0,19,Multiple/Head,1,N,N,N,2700 BLOCK N HOWARD ST
25,111,2021-09-17,22:43:00,B,M,0,24,Head,1,N,N,N,3400 BLOCK OLD YORK RD
25,111,2021-09-18,5:55:00,B,M,0,33,Chest,1,N,N,N,3800 BLOCK OLD YORK RD
25,401,2021-09-20,9:30:00,B,M,0,29,Multiple,0,N,N,N,400 BLOCK E MENTOR ST
25,401,2021-09-21,18:55:00,W,M,0,40,Foot,0,N,N,N,3400 BLOCK OLD YORK RD
25,111,2021-09-23,20:09:00,W,M,1,31,Multiple,1,N,N,N,2800 BLOCK N ORKNEY ST
25,111,2021-09-23,20:09:00,W,M,1,52,Multiple,0,N,N,N,2800 BLOCK N ORKNEY ST
25,401,2021-09-24,16:23:00,W,M,1,19,Head,0,N,N,N,3300 BLOCK MASCHER ST
25,111,2021-09-25,20:52:00,B,M,0,37,Head,1,N,N,N,600 BLOCK W BRISTOL ST
25,111,2021-09-26,5:07:00,W,F,1,30,Chest,1,N,N,N,100 BLOCK W LIPPINCOTT ST
25,111,2021-09-26,5:07:00,W,M,1,37,Shoulder,0,N,N,N,100 BLOCK W LIPPINCOTT ST
25,111,2021-09-26,5:07:00,W,M,1,38,Chest,0,N,N,N,100 BLOCK W LIPPINCOTT ST
25,401,2021-09-28,17:29:00,B,M,0,38,Multiple,0,N,N,N,4500 BLOCK N 4TH ST
25,401,2021-09-29,17:30:00,B,F,0,13,Back,0,N,N,N,4000 BLOCK WHITAKER AVE
25,401,2021-10-01,1:57:00,W,M,0,45,Buttocks,0,N,N,N,500 BLOCK W SOMERSET ST
25,401,2021-10-01,1:57:00,W,M,1,19,Hand,0,N,N,N,500 BLOCK W SOMERSET ST
25,401,2021-10-03,23:05:00,B,M,0,40,Multiple/Head,0,N,N,N,700 BLOCK E HUNTING PARK AVE
25,401,2021-10-03,23:05:00,W,F,0,27,Leg,0,N,N,N,700 BLOCK E HUNTING PARK AVE
25,401,2021-10-03,23:05:00,W,M,1,31,Hand,0,N,N,N,700 BLOCK E HUNTING PARK AVE
25,401,2021-10-03,22:54:00,W,M,1,50,Arm,0,N,N,N,3000 BLOCK N 5TH ST
25,401,2021-10-06,0:00:00,B,M,0,30,Multiple/Head,0,N,N,N,4700 BLOCK WHITAKER ST
25,401,2021-10-06,18:55:00,B,M,0,32,Multiple,0,N,N,N,700 BLOCK E WESTMORLAND ST
25,401,2021-10-07,7:15:00,W,M,1,21,Leg,0,N,N,N,4900 BLOCK B STREET
25,401,2021-10-09,2:00:00,W,M,0,21,Leg,0,N,N,N,3400 BLOCK KIP ST
25,401,2021-10-13,14:44:00,W,M,0,19,Ankle,0,N,N,N,100 BLOCK W WESTMORLAND ST
25,401,2021-10-13,14:44:00,W,M,0,24,Hip,0,N,N,N,100 BLOCK W WESTMORLAND ST
25,401,2021-10-14,0:20:00,B,M,0,52,Head,0,N,N,N,1300 BLOCK W ALLEGHENY AVE
25,416,2021-10-17,19:13:00,B,M,0,45,Multiple,0,N,N,N,800 BLOCK W BIRCH ST
25,401,2021-10-17,18:55:00,W,M,0,34,Multiple,0,N,N,N,100 BLOCK W VENAGO ST
25,401,2021-10-18,4:15:00,W,M,0,23,Multiple,0,N,N,N,400 BLOCK E WYOMING AVE
25,401,2021-10-21,2:30:00,B,M,0,32,Abdomen,0,N,N,N,2900 BLOCK ORKNEY ST
25,111,2021-10-21,13:30:00,B,F,0,20,Multiple,1,N,N,N,4000 BLOCK OLD YORK ROAD
25,111,2021-10-26,21:40:00,B,M,0,28,Head,1,N,N,N,500 BLOCK E WESTMORELAND ST
25,401,2021-10-28,18:30:00,B,M,0,45,Foot,0,N,N,N,700 BLOCK W BUTLER ST
25,401,2021-10-30,22:18:00,B,M,0,62,Leg,0,N,N,N,2700 BLOCK N 11TH ST
25,401,2021-10-30,22:40:00,B,M,0,17,Multiple,0,N,N,N,700 BLOCK E WILLARD ST
25,401,2021-10-31,14:07:00,B,M,0,53,Multiple,0,N,N,N,1100 BLOCK W VENAGO ST
25,401,2021-11-02,22:31:00,B,M,0,20,Foot,0,N,N,N,200 BLOCK W SEDGLEY ST
25,300,2021-11-03,19:59:00,B,M,0,38,Head,0,N,N,N,2900 BLOCK CAMAC ST
25,401,2021-11-07,17:20:00,B,M,0,20,Leg,0,N,N,N,2700 BLOCK N DARIEN ST
25,401,2021-11-07,17:20:00,W,F,0,26,Multiple,0,N,N,N,2700 BLOCK N DARIEN ST
25,401,2021-11-08,11:00:00,B,M,0,17,Leg,0,N,N,N,200 BLOCK E LOUDEN ST
25,401,2021-11-08,11:00:00,B,M,0,18,Leg,0,N,N,N,200 BLOCK E LOUDEN ST
25,401,2021-11-08,11:00:00,W,M,1,29,Ankle,0,N,N,N,200 BLOCK E LOUDEN ST
25,401,2021-11-08,11:00:00,B,M,0,18,Leg,0,N,N,N,200 BLOCK E LOUDEN ST
25,401,2021-11-14,15:59:00,B,M,0,20,Chest,0,N,N,N,2700 BLOCK N HOWARD ST
25,401,2021-11-14,15:59:00,B,F,0,22,Stomach,0,N,N,N,2700 BLOCK N HOWARD ST
25,401,2021-11-14,15:59:00,B,F,0,48,Abdomen,0,N,N,N,2700 BLOCK N HOWARD ST
25,401,2021-11-14,15:59:00,B,M,0,20,Foot,0,N,N,N,2700 BLOCK N HOWARD ST
25,401,2021-11-14,15:59:00,B,F,0,48,Arm,0,N,N,N,2700 BLOCK N HOWARD ST
25,401,2021-11-14,15:59:00,W,M,0,50,Head,0,N,N,N,2700 BLOCK N HOWARD ST
25,401,2021-11-14,22:30:00,B,M,0,34,Multiple,0,N,N,N,3400 BLOCK TAMPA ST
25,111,2021-11-16,13:33:00,W,M,1,32,Multiple,1,N,N,N,4900 BLOCK ROSEHILL ST
25,401,2021-11-19,13:42:00,W,M,1,38,Leg,0,N,N,N,3000 BLOCK N LAWRENCE ST
25,401,2021-11-21,22:32:00,B,F,0,20,Neck,0,N,N,N,3700 BLOCK N 7TH ST
25,111,2021-11-22,23:01:00,W,M,1,28,Multiple,1,N,N,N,2700 BLOCK N LAWRENCE ST
25,401,2021-11-27,22:05:00,B,M,0,18,Multiple,0,N,N,N,2700 BLOCK MUTTER ST
25,401,2021-11-27,22:05:00,B,M,0,20,Multiple,0,N,N,N,2700 BLOCK MUTTER ST
25,111,2021-11-29,15:28:00,B,M,0,14,Multiple,1,N,N,N,100 BLOCK W Wyoming Ave
25,401,2021-11-29,20:38:00,W,F,1,27,Head,0,N,N,N,500 BLOCK E Westmoreland St
25,401,2021-12-01,13:30:00,B,M,0,46,Multiple,0,N,N,N,1300 BLOCK W PIKE ST
25,401,2021-12-02,2:30:00,W,M,1,22,Leg,0,N,N,N,100 BLOCK W Somerset St
25,401,2021-12-02,7:30:00,B,M,0,21,Hip,0,N,N,N,100 BLOCK W Somerset St
25,111,2021-12-04,12:28:00,W,M,0,33,Multiple,1,N,N,N,2900 BLOCK N ORKNEY ST
25,111,2021-12-04,12:28:00,W,F,1,43,Chest,1,N,N,N,2900 BLOCK N ORKNEY ST
25,111,2021-12-05,4:26:00,W,M,1,22,Multiple,1,N,N,N,3200 BLOCK N FRONT ST
25,111,2021-12-05,4:26:00,W,M,1,22,Multiple,1,N,N,N,3200 BLOCK N FRONT ST
25,111,2021-12-05,4:26:00,W,M,1,21,Multiple/Head,0,N,N,N,3200 BLOCK N FRONT ST
25,401,2021-12-06,11:16:00,B,M,0,23,Multiple,0,N,N,N,800 BLOCK W BRISTOL ST
25,111,2021-12-07,9:36:00,B,M,0,33,TORSO,1,N,N,N,1200 BLOCK W VENAGO ST
25,111,2021-12-07,14:36:00,B,M,0,29,Multiple/Head,1,N,N,N,1200 BLOCK W VENAGO ST
25,401,2021-12-12,8:00:00,W,M,1,29,Leg,0,N,N,N,3900 BLOCK N 8TH ST
25,401,2021-12-13,18:30:00,W,M,1,22,Arm,0,N,N,N,3200 BLOCK MASCHER ST
25,401,2021-12-14,15:01:00,B,M,0,25,Chest,0,N,N,N,3600 BLOCK N 13TH ST
25,111,2021-12-18,12:45:00,B,M,0,26,Multiple,1,N,N,N,3300 BLOCK N AMERICAN ST
25,401,2021-12-20,1:15:00,W,M,0,24,Leg,0,N,N,N,500 BLOCK W WESTMORLAND ST
25,401,2021-12-20,1:30:00,W,M,0,28,Leg,0,N,N,N,3400 BLOCK N BROAD ST
25,3101,2021-12-21,23:12:00,B,M,0,,Head,1,N,N,N,4500 BLOCK N FRONT ST
25,300,2021-12-24,4:45:00,B,F,0,31,Leg,0,N,N,N,3200 BLOCK N FRONT ST
25,111,2021-12-24,7:16:00,W,M,1,26,Multiple,1,N,N,N,100 BLOCK W LEHIGH AVE
25,300,2021-12-24,19:25:00,B,M,0,17,Hand,0,N,N,N,3700 BLOCK N  BROAD ST
25,111,2021-12-25,14:57:00,W,M,1,31,Multiple,1,N,N,N,100 BLOCK W GURNEY ST
25,401,2021-12-26,19:16:00,B,M,0,23,Multiple,0,N,N,N,800 BLOCK W CLEARFIELD ST
25,401,2021-12-26,19:16:00,B,M,0,25,Leg,0,N,N,N,800 BLOCK W CLEARFIELD ST
25,401,2021-12-26,19:16:00,B,M,0,25,Leg,0,N,N,N,800 BLOCK W CLEARFIELD ST
25,401,2021-12-26,19:16:00,B,M,0,23,Leg,0,N,N,N,800 BLOCK W CLEARFIELD ST
26,411,2020-12-31,23:50:00,B,M,0,46,Foot,0,N,N,N,900 BLOCK W NORRIS ST
26,3412,2021-01-09,18:09:00,B,M,0,16,Multiple,0,N,N,N,900 BLOCK W BOSTON ST
26,411,2021-01-17,16:27:00,B,M,0,32,Multiple,0,N,N,N,2600 BLOCK N 7TH ST
26,411,2021-01-24,11:50:00,B,M,0,39,Shoulder,0,N,N,N,2400 BLOCK N REESE ST
26,411,2021-01-30,12:40:00,W,M,0,18,Leg,0,N,N,N,2600 BLOCK JANNEY ST
26,401,2021-02-06,20:50:00,B,M,0,28,Leg,0,N,N,N,100 BLOCK E LEHIGH AVE
26,411,2021-02-07,23:25:00,B,M,0,17,Leg,0,N,N,N,2000 BLOCK N 8TH ST
26,411,2021-02-08,19:48:00,B,M,0,33,Hip,0,N,N,N,100 BLOCK E LEHIGH AVE
26,411,2021-02-16,20:14:00,B,M,0,17,Multiple,0,N,N,N,400 BLOCK W DIAMOND ST
26,411,2021-02-18,10:55:00,B,M,0,39,Multiple/Head,0,N,N,N,1500 BLOCK N 6TH ST
26,401,2021-03-26,20:02:00,B,M,0,42,Chest,0,N,N,N,1000 BLOCK N DELAWARE AVE
26,411,2021-03-26,20:02:00,B,M,0,18,Arm,0,N,N,N,1000 BLOCK N DELAWARE AVE
26,411,2021-03-26,20:02:00,B,M,0,21,Foot,0,N,N,N,1000 BLOCK N DELAWARE AVE
26,411,2021-03-26,20:02:00,B,M,0,17,Hip,0,N,N,N,1000 BLOCK N DELAWARE AVE
26,411,2021-03-26,20:02:00,B,M,0,21,Head,0,N,N,N,1000 BLOCK N DELAWARE AVE
26,401,2021-03-26,20:02:00,B,M,0,23,Leg,0,N,N,N,1000 BLOCK N DELAWARE AVE
26,411,2021-03-26,20:02:00,B,M,0,17,Foot,0,N,N,N,1000 BLOCK N DELAWARE AVE
26,401,2021-04-20,20:36:00,B,M,0,27,Multiple,0,N,N,N,2600 BLOCK N 7TH ST
26,401,2021-05-02,17:46:00,B,M,0,18,Multiple,0,N,N,N,2300 BLOCK N 3RD ST
26,111,2021-05-13,17:24:00,B,M,0,17,Multiple,0,N,N,N,2200 BLOCK N LAWRENCE ST
26,111,2021-05-13,17:24:00,W,M,1,30,Buttocks,0,N,N,N,2200 BLOCK N LAWRENCE ST
26,401,2021-05-15,14:14:00,B,M,0,27,Leg,0,N,N,N,600 BLOCK DIAMOND ST
26,401,2021-05-15,14:14:00,B,M,0,26,Leg,0,N,N,N,600 BLOCK DIAMOND ST
26,401,2021-05-19,21:17:00,B,M,0,16,Shoulder,0,N,N,N,1400 BLOCK N HANCOCK ST
26,401,2021-05-19,21:17:00,W,F,0,35,Back,0,N,N,N,1400 BLOCK N HANCOCK ST
26,401,2021-05-22,13:36:00,B,F,0,19,Abdomen,0,N,N,N,1500 BLOCK N 10TH ST
26,111,2021-06-04,10:15:00,B,M,0,23,Chest,1,N,N,N,2400 BLOCK N REESE ST
26,111,2021-06-05,5:57:00,W,F,1,40,Head,1,N,N,N,500 BLOCK W LEHIGH AVE
26,111,2021-06-08,14:19:00,B,M,0,41,Multiple,1,N,N,N,2500 BLOCK N MUTTER ST
26,401,2021-06-15,12:26:00,B,M,0,32,Multiple,0,N,N,N,500 BLOCK W YORK ST
26,401,2021-06-16,14:11:00,W,M,1,41,Leg,0,N,N,N,2600 BLOCK N FRANKLIN ST
26,401,2021-06-22,16:22:00,B,F,0,22,Stomach,0,N,N,N,2600 BLOCK N 6TH ST
26,111,2021-06-28,0:27:00,B,M,0,42,Multiple,1,N,N,N,2500 BLOCK KENSINGTON AVE
26,111,2021-07-03,13:39:00,B,M,0,29,Multiple/Head,1,N,N,N,2500 BLOCK N 6TH ST
26,401,2021-07-06,14:46:00,B,M,0,27,Multiple/Head,0,N,N,N,2100 BLOCK N 8TH ST
26,401,2021-07-11,16:40:00,B,M,0,48,Head,0,N,N,N,900 BLOCK W YORK ST
26,111,2021-07-19,17:50:00,W,F,1,25,Head,1,N,N,N,2600 BLOCK N 3RD ST
26,401,2021-07-22,18:47:00,B,M,0,20,Multiple,0,N,N,N,900 BLOCK W MASTER ST
26,401,2021-07-25,23:30:00,W,M,0,18,Multiple/Head,0,N,N,N,1800 BLOCK BLAIR ST
26,401,2021-07-29,13:08:00,B,M,0,28,Multiple/Head,0,N,N,N,600 BLOCK DIAMOND ST
26,401,2021-07-29,13:08:00,B,M,0,26,Multiple,0,N,N,N,600 BLOCK DIAMOND ST
26,401,2021-07-30,14:45:00,B,F,0,39,Back,0,N,N,N,700 BLOCK W LEHIGH AVE
26,401,2021-07-31,22:00:00,W,M,0,38,Shoulder,0,N,N,N,2400 BLOCK EMERALD ST
26,401,2021-08-07,17:41:00,B,M,0,34,Multiple,0,N,N,N,1600 BLOCK N MARSHALL ST
26,401,2021-08-07,21:24:00,W,F,0,26,Arm,0,N,N,N,1800 BLOCK E HAROLD ST
26,401,2021-08-18,10:25:00,B,M,0,55,Leg,0,N,N,N,900 BLOCK W BOSTON ST
26,401,2021-08-21,13:45:00,W,F,0,36,Leg,0,N,N,N,1800 BLOCK E ALBERT ST
26,401,2021-08-21,21:30:00,B,M,0,42,Foot,0,N,N,N,2600 BLOCK N 5TH ST
26,401,2021-08-24,13:50:00,B,M,0,19,Multiple,0,N,N,N,500 BLOCK MASTER ST
26,401,2021-09-04,20:01:00,B,M,0,18,Foot,0,N,N,N,2600 BLOCK GERMANTOWN AVE
26,401,2021-09-09,14:43:00,B,M,0,34,Leg,0,N,N,N,500 BLOCK W DAUPHIN ST
26,401,2021-09-11,12:21:00,B,M,0,26,Multiple,0,N,N,N,500 BLOCK W CUMBERLAND ST
26,401,2021-09-14,17:28:00,B,M,0,27,Head,0,N,N,N,2000 BLOCK N 4TH ST
26,401,2021-09-17,20:36:00,B,M,0,20,Multiple,0,N,N,N,2100 BLOCK N FRANKLIN ST
26,401,2021-09-19,21:59:00,W,M,1,34,Leg,0,N,N,N,2600 BLOCK N ORIANNA ST
26,111,2021-10-21,17:51:00,B,M,0,29,Multiple/Head,1,N,N,N,900 BLOCK W CAMBRIDGE ST
26,111,2021-10-21,17:51:00,B,M,0,14,Multiple,0,N,N,N,900 BLOCK W CAMBRIDGE ST
26,401,2021-10-24,20:03:00,B,M,0,29,Wrist,0,N,N,N,2400 BLOCK N HANCOCK ST
26,401,2021-11-06,23:45:00,W,M,0,17,Shoulder,0,N,N,N,1900 BLOCK ALBERT ST
26,401,2021-11-09,17:20:00,B,M,0,14,Multiple/Head,0,N,N,N,2000 BLOCK N 7TH ST
26,401,2021-11-15,9:55:00,B,M,0,29,Multiple/Head,0,N,N,N,2600 BLOCK N 7TH ST
26,401,2021-11-23,8:32:00,B,F,0,26,Arm,0,N,N,N,2100 BLOCK E NORRIS ST
26,401,2021-11-24,19:04:00,B,M,0,15,Multiple/Head,0,N,N,N,2200 BLOCK N 8TH ST
26,401,2021-11-28,18:58:00,W,M,1,30,Multiple,0,N,N,N,2600 BLOCK N HUTCHINSON ST
26,111,2021-11-28,20:00:00,B,M,0,16,Multiple,1,N,N,N,400 BLOCK W DIAMOND ST
26,111,2021-12-10,0:50:00,W,F,0,55,Stomach,1,N,N,N,300 BLOCK POPLAR ST
26,2701,2021-12-21,22:00:00,W,M,0,28,Shoulder,0,N,N,N,400 BLOCK HARLAN ST
26,2701,2021-12-21,17:00:00,W,M,1,58,BUTTOCKS,0,N,N,N,400 BLOCK HARLAN ST
26,401,2021-12-22,8:52:00,W,M,1,32,Leg,0,N,N,N,2300 BLOCK JASPER ST
26,401,2021-12-23,17:26:00,B,M,0,,Multiple/Head,0,N,N,N,1900 BLOCK E HAZZARD ST
26,401,2021-12-23,17:26:00,B,M,0,29,Multiple,0,N,N,N,1900 BLOCK E HAZZARD ST
25,,2021-11-28,7:26:00,B,M,0,59,Multiple,0,N,N,N,700 BLOCK W ALLEGHENY AVE
35,411,2021-01-06,19:40:00,B,M,0,24,Multiple,0,N,N,N,2ND & ROSELYN ST
35,411,2021-01-08,13:30:00,B,F,0,42,Leg,0,N,N,N,4500 BLOCK N 20TH ST
35,411,2021-01-08,23:09:00,B,M,0,54,Abdomen,0,N,N,N,4900 BLOCK N 11TH ST
35,411,2021-01-09,0:40:00,B,M,0,26,Back,0,N,N,N,6600 BLOCK N 7TH ST
35,3412,2021-01-10,0:10:00,B,M,0,35,Chest,0,N,N,N,5500 BLOCK OLD YORK RD
39,411,2021-01-10,15:55:00,B,M,0,19,Hip,0,N,N,N,5400 BLOCK N FRONT ST
35,411,2021-01-14,20:36:00,B,M,0,19,Multiple/Head,1,N,N,N,6700 BLOCK N 20TH ST
35,411,2021-01-15,18:50:00,B,M,0,15,Hip,0,N,N,N,5000 BLOCK N 10TH ST
35,411,2021-01-15,18:50:00,B,M,0,16,Multiple,0,N,N,N,5000 BLOCK N 10TH ST
35,411,2021-01-15,18:50:00,B,M,0,16,Leg,0,N,N,N,5000 BLOCK N 10TH ST
35,411,2021-01-15,18:50:00,B,M,0,14,Stomach,0,N,N,N,5000 BLOCK N 10TH ST
35,411,2021-01-18,0:28:00,B,F,0,18,Leg,0,N,N,N,1700 BLOCK ROSELYN ST
35,300,2021-01-20,18:40:00,B,M,0,33,Leg,0,N,N,N,5000 BLOCK N CAMAC ST
35,411,2021-01-20,18:44:00,B,M,0,26,Multiple,0,N,N,N,5000 BLOCK N CAMAC ST
35,411,2021-01-21,11:35:00,B,M,0,31,Arm,0,N,N,N,6200 BLOCK N BROAD ST
35,411,2021-01-31,22:17:00,B,M,0,58,Foot,0,N,N,N,1900 BLOCK W GODFREY AVE
35,413,2021-02-01,20:08:00,B,M,0,42,Leg,0,N,N,N,1600 BLOCK W 68TH AVE
35,407,2021-02-01,21:31:00,B,M,0,62,Abdomen,0,N,N,N,1200 BLOCK W 68TH AVE
35,111,2021-02-06,5:45:00,B,M,0,33,Head,1,N,N,N,4500 BLOCK OLD YORK RD 2ND FL
35,111,2021-02-06,5:45:00,B,F,0,35,Multiple/Head,1,N,N,N,4500 BLOCK OLD YORK RD 2ND FL
35,111,2021-02-08,14:17:00,B,F,0,25,Multiple/Head,1,N,N,N,200 BLOCK W RUBICAN ST
35,111,2021-02-08,4:17:00,B,M,0,29,Shoulder,0,N,N,N,200 BLOCK W RUBICAN ST
35,411,2021-02-08,16:47:00,B,M,0,18,Arm,0,N,N,N,5400 BLOCK N 12TH ST
35,411,2021-02-09,18:09:00,B,F,0,26,Leg,0,N,N,N,6000 BLOCK N 10TH ST
35,411,2021-02-10,21:21:00,B,M,0,48,Leg,0,N,N,N,1000 BLOCK WAGNER ST
35,411,2021-02-14,0:30:00,B,M,0,29,Leg,0,N,N,N,6700 BLOCK N SMEDLEY ST
35,111,2021-02-15,15:37:00,B,F,0,48,Multiple,1,N,N,N,4900 BLOCK N WARNOCK ST
35,411,2021-02-17,14:21:00,B,M,0,29,Leg,0,N,N,N,6000 BLOCK N 21ST ST
35,411,2021-02-17,14:50:00,B,M,0,21,Multiple,0,N,N,N,1300 BLOCK OLNEY AVE
35,411,2021-02-17,14:50:00,B,M,0,71,Multiple,0,N,N,N,1300 BLOCK OLNEY AVE
35,411,2021-02-17,14:50:00,B,F,0,17,Multiple,0,N,N,N,1300 BLOCK OLNEY AVE
35,411,2021-02-17,14:50:00,B,F,0,31,Multiple,0,N,N,N,1300 BLOCK OLNEY AVE
35,411,2021-02-17,9:50:00,B,M,0,22,Back,0,N,N,N,1300 BLOCK OLNEY AVE
35,411,2021-02-17,14:50:00,B,M,0,53,Multiple,0,N,N,N,1300 BLOCK OLNEY AVE
35,411,2021-02-17,14:50:00,B,M,0,71,Stomach,0,N,N,N,1300 BLOCK OLNEY AVE
35,411,2021-02-17,14:50:00,B,M,0,48,Multiple,0,N,N,N,1300 BLOCK OLNEY AVE
35,3412,2021-02-17,21:11:00,B,M,0,18,Multiple,0,N,N,N,5000 BLOCK N BROAD ST
35,111,2021-02-19,23:58:00,B,M,0,43,Multiple,1,N,N,N,2000 BLOCK CONLYN ST
35,411,2021-02-20,19:25:00,B,M,0,29,Buttocks,0,N,N,N,900 BLOCK W SPENCER ST
35,3306,2021-03-05,12:42:00,B,M,0,25,Unknown,0,N,N,N,4500 BLOCK N 15TH ST
35,411,2021-03-05,23:37:00,B,M,0,17,Multiple,0,N,N,N,1100 BLOCK WAGNER AVE
35,401,2021-03-06,15:40:00,B,M,0,18,Multiple,0,N,N,N,5300 BLOCK N 16TH ST
35,411,2021-03-06,22:40:00,B,M,0,25,Multiple,0,N,N,N,5000 BLOCK N BROAD ST
35,411,2021-03-07,5:03:00,B,M,0,30,Multiple,0,N,N,N,5900 BLOCK OGONTZ AVE
35,300,2021-03-07,10:30:00,B,M,0,31,Hand,0,N,N,N,5400 BLOCK N 5TH ST
35,111,2021-03-07,17:18:00,B,F,0,23,Multiple,1,N,N,N,5300 BLOCK N 5TH ST
35,111,2021-03-07,19:08:00,B,M,0,18,Multiple,1,N,N,N,1800 BLOCK SULIS ST
35,401,2021-03-16,22:07:00,B,M,0,24,Back,0,N,N,N,1900 BLOCK W NEDRO AVE
35,411,2021-03-20,23:45:00,B,M,0,57,Multiple,0,N,N,N,200 BLOCK E CLARKSON ST
35,411,2021-03-20,23:45:00,B,M,0,20,Multiple,0,N,N,N,200 BLOCK E CLARKSON ST
35,111,2021-03-21,21:18:00,B,M,0,25,Multiple/Head,1,N,N,N,1800 BLOCK LINDLEY AVE
35,401,2021-03-30,10:43:00,B,M,0,35,Shoulder,0,N,N,N,1700 BLOCK BELFIELD AVE
35,111,2021-04-01,18:06:00,B,M,0,21,Chest,1,N,N,N,6300 BLOCK E WISTER ST
35,111,2021-04-02,20:38:00,B,M,0,25,Multiple,1,N,N,N,6000 BLOCK N BEECHWOOD ST
35,401,2021-04-07,18:46:00,W,M,0,29,Foot,0,N,N,N,1500 BLOCK W SOMERVILLE ST
35,111,2021-04-09,22:08:00,B,M,1,20,Multiple,1,N,N,N,5900 BLOCK N FRONT ST
35,3116,2021-04-09,22:08:00,B,M,0,22,Multiple,1,N,N,N,5900 BLOCK N FRONT ST
35,401,2021-04-10,18:30:00,B,M,0,35,Multiple,0,N,N,N,5000 BLOCK N BROAD ST
35,111,2021-04-11,14:04:00,B,F,0,17,Head,1,N,N,N,6400 BLOCK N BEECHWOOD ST
35,111,2021-04-12,5:50:00,B,F,0,25,Head,1,N,N,N,4800 BLOCK N 8TH ST
35,401,2021-04-12,18:20:00,B,M,0,9,Leg,0,N,N,N,5100 BLOCK WESTFORD RD
35,111,2021-04-14,3:55:00,B,M,0,21,Multiple/Head,1,N,N,N,2100 BLOCK FURLEY ST
35,401,2021-04-17,21:00:00,B,M,0,26,Multiple,0,N,N,N,4500 BLOCK N 15TH ST
35,111,2021-04-20,13:06:00,B,M,0,19,Abdomen,1,N,N,N,1200 BLOCK WAGNER AVE
35,111,2021-04-20,22:42:00,B,M,0,32,Multiple,0,N,N,N,4900 BLOCK N 13TH ST
35,401,2021-04-22,20:54:00,B,M,0,19,Multiple,0,N,N,N,300 BLOCK W ASHDALE ST
35,401,2021-04-23,0:21:00,W,M,0,34,Leg,0,N,N,N,WARNOCK AND LINDLEY ST
35,401,2021-04-23,15:16:00,B,M,0,17,Chest,0,N,N,N,1700 BLOCK W ROCKLAND ST
35,111,2021-04-24,17:51:00,B,M,0,19,Head,1,N,N,N,1000 BLOCK W RUSCOMB ST
35,401,2021-04-26,13:00:00,B,M,0,26,Multiple,0,N,N,N,900 BLOCK W GODFREY ST
35,111,2021-04-27,21:34:00,B,M,0,25,Multiple,1,N,N,N,6200 BLOCK OGONTZ AVE
35,401,2021-04-27,22:09:00,B,M,0,16,Shoulder,0,N,N,N,1500 BLOCK W GRANGE ST
35,111,2021-04-28,1:56:00,W,M,0,37,Multiple/Head,1,N,N,N,200 BLOCK DELPHINE ST
35,401,2021-04-29,1:00:00,B,F,0,27,Chest,0,N,N,N,5900 BLOCK N NORWOOD ST
35,111,2021-05-02,0:43:00,B,M,0,27,Multiple,1,N,N,N,1600 BLOCK W LOUDEN ST
35,416,2021-05-02,16:24:00,B,M,0,18,Leg,0,N,N,N,300 BLOCK E ALBANUS ST
35,401,2021-05-03,0:07:00,B,M,0,25,Leg,0,N,N,N,4600 BLOCK N MARVINE ST
35,300,2021-05-03,14:15:00,B,M,0,31,Foot,0,N,N,N,5400 BLOCK OLD YORK RD
